PERSON_ID,FIRST_NAME,LAST_NAME,DISPLAY_FIRST_LAST,DISPLAY_LAST_COMMA_FIRST,DISPLAY_FI_LAST,PLAYER_SLUG,BIRTHDATE,SCHOOL,COUNTRY,LAST_AFFILIATION,HEIGHT,WEIGHT,SEASON_EXP,JERSEY,POSITION,ROSTERSTATUS,GAMES_PLAYED_CURRENT_SEASON_FLAG,TEAM_ID,TEAM_NAME,TEAM_ABBREVIATION,TEAM_CODE,TEAM_CITY,PLAYERCODE,FROM_YEAR,TO_YEAR,DLEAGUE_FLAG,NBA_FLAG,GAMES_PLAYED_FLAG,DRAFT_YEAR,DRAFT_ROUND,DRAFT_NUMBER,GREATEST_75_FLAG
2551,T.J.,Ford,T.J. Ford,"Ford, T.J.",T. Ford,tj-ford,1983-03-24T00:00:00,Texas,USA,Texas/USA,6-0,165.0,8,,Guard,Inactive,N,0,,,,,t.j._ford,2003.0,2011.0,N,Y,Y,2003,1,8,N
2552,Michael,Sweetney,Michael Sweetney,"Sweetney, Michael",M. Sweetney,michael-sweetney,1982-10-25T00:00:00,Georgetown,USA,Georgetown/USA,6-8,270.0,5,50.0,Forward,Inactive,N,1610612752,Knicks,NYK,knicks,New York,michael_sweetney,2003.0,2006.0,Y,Y,Y,2003,1,9,N
2553,Jarvis,Hayes,Jarvis Hayes,"Hayes, Jarvis",J. Hayes,jarvis-hayes,1981-08-09T00:00:00,Georgia,USA,Georgia/USA,6-8,228.0,8,22.0,Forward,Inactive,N,1610612764,Wizards,WAS,wizards,Washington,jarvis_hayes,2003.0,2009.0,N,Y,Y,2003,1,10,N
2730,Dwight,Howard,Dwight Howard,"Howard, Dwight",D. Howard,dwight-howard,1985-12-08T00:00:00,SW Atlanta Christian Academy (GA),USA,SW Atlanta Christian Academy (GA)/USA,6-10,265.0,19,39.0,Center-Forward,Inactive,N,1610612747,Lakers,LAL,lakers,Los Angeles,dwight_howard,2004.0,2021.0,N,Y,Y,2004,1,1,N
2731,Emeka,Okafor,Emeka Okafor,"Okafor, Emeka",E. Okafor,emeka-okafor,1982-09-28T00:00:00,Connecticut,USA,Connecticut/USA,6-10,255.0,11,50.0,Center,Inactive,N,1610612766,Bobcats,CHA,hornets,Charlotte,emeka_okafor,2004.0,2017.0,Y,Y,Y,2004,1,2,N
2732,Ben,Gordon,Ben Gordon,"Gordon, Ben",B. Gordon,ben-gordon,1983-04-04T00:00:00,Connecticut,USA,Connecticut/USA,6-3,205.0,12,7.0,Guard,Inactive,N,1610612741,Bulls,CHI,bulls,Chicago,ben_gordon,2004.0,2014.0,Y,Y,Y,2004,1,3,N
2733,Shaun,Livingston,Shaun Livingston,"Livingston, Shaun",S. Livingston,shaun-livingston,1985-09-11T00:00:00,Peoria Central HS (IL),USA,Peoria Central HS (IL)/USA,6-7,192.0,16,34.0,Guard,Inactive,N,1610612744,Warriors,GSW,warriors,Golden State,shaun_livingston,2004.0,2018.0,Y,Y,Y,2004,1,4,N
2734,Devin,Harris,Devin Harris,"Harris, Devin",D. Harris,devin-harris,1983-02-27T00:00:00,Wisconsin,USA,Wisconsin/USA,6-3,185.0,16,34.0,Guard,Inactive,N,1610612742,Mavericks,DAL,mavericks,Dallas,devin_harris,2004.0,2018.0,N,Y,Y,2004,1,5,N
2735,Josh,Childress,Josh Childress,"Childress, Josh",J. Childress,josh-childress,1983-06-20T00:00:00,Stanford,USA,Stanford/USA,6-8,210.0,9,,Forward-Guard,Inactive,N,0,,,,,josh_childress,2004.0,2013.0,Y,Y,Y,2004,1,6,N
2736,Luol,Deng,Luol Deng,"Deng, Luol",L. Deng,luol-deng,1985-04-16T00:00:00,Duke,United Kingdom,Duke/United Kingdom,6-9,237.0,16,9.0,Forward,Inactive,N,1610612741,Bulls,CHI,bulls,Chicago,luol_deng,2004.0,2018.0,N,Y,Y,2004,1,7,N
2737,Rafael,Araujo,Rafael Araujo,"Araujo, Rafael",R. Araujo,rafael-araujo,1980-08-12T00:00:00,Brigham Young,Brazil,Brigham Young/Brazil,6-11,270.0,4,55.0,Center,Inactive,N,1610612761,Raptors,TOR,raptors,Toronto,rafael_araujo,2004.0,2006.0,N,Y,Y,2004,1,8,N
2738,Andre,Iguodala,Andre Iguodala,"Iguodala, Andre",A. Iguodala,andre-iguodala,1984-01-28T00:00:00,Arizona,USA,Arizona/USA,6-6,215.0,20,9.0,Guard-Forward,Inactive,N,1610612744,Warriors,GSW,warriors,Golden State,andre_iguodala,2004.0,2022.0,N,Y,Y,2004,1,9,N
2739,Luke,Jackson,Luke Jackson,"Jackson, Luke",L. Jackson,luke-jackson,1981-11-06T00:00:00,Oregon,USA,Oregon/USA,6-7,215.0,5,,Forward-Guard,Inactive,N,0,,,,,luke_jackson,2004.0,2007.0,Y,Y,Y,2004,1,10,N
101106,Andrew,Bogut,Andrew Bogut,"Bogut, Andrew",A. Bogut,andrew-bogut,1984-11-28T00:00:00,Utah,Australia,Utah/Australia,7-0,260.0,15,12.0,Center,Inactive,N,1610612749,Bucks,MIL,bucks,Milwaukee,andrew_bogut,2005.0,2018.0,N,Y,Y,2005,1,1,N
101107,Marvin,Williams,Marvin Williams,"Williams, Marvin",M. Williams,marvin-williams,1986-06-19T00:00:00,North Carolina,USA,North Carolina/USA,6-8,237.0,16,20.0,Forward,Inactive,N,1610612737,Hawks,ATL,hawks,Atlanta,marvin_williams,2005.0,2019.0,N,Y,Y,2005,1,2,N
101114,Deron,Williams,Deron Williams,"Williams, Deron",D. Williams,deron-williams,1984-06-26T00:00:00,Illinois,USA,Illinois/USA,6-3,200.0,13,31.0,Guard,Inactive,N,1610612762,Jazz,UTA,jazz,Utah,deron_williams,2005.0,2016.0,N,Y,Y,2005,1,3,N
101108,Chris,Paul,Chris Paul,"Paul, Chris",C. Paul,chris-paul,1985-05-06T00:00:00,Wake Forest,USA,Wake Forest/USA,6-0,175.0,19,3.0,Guard,Active,Y,1610612759,Spurs,SAS,spurs,San Antonio,chris_paul,2005.0,2024.0,N,Y,Y,2005,1,4,Y
101109,Raymond,Felton,Raymond Felton,"Felton, Raymond",R. Felton,raymond-felton,1984-06-26T00:00:00,North Carolina,USA,North Carolina/USA,6-1,205.0,15,2.0,Guard,Inactive,N,1610612766,Bobcats,CHA,hornets,Charlotte,raymond_felton,2005.0,2018.0,N,Y,Y,2005,1,5,N
101110,Martell,Webster,Martell Webster,"Webster, Martell",M. Webster,martell-webster,1986-12-04T00:00:00,Seattle Preparatory HS (WA),USA,Seattle Preparatory HS (WA)/USA,6-7,230.0,11,9.0,Forward-Guard,Inactive,N,1610612757,Trail Blazers,POR,blazers,Portland,martell_webster,2005.0,2014.0,Y,Y,Y,2005,1,6,N
101111,Charlie,Villanueva,Charlie Villanueva,"Villanueva, Charlie",C. Villanueva,charlie-villanueva,1984-08-24T00:00:00,Connecticut,USA,Connecticut/USA,6-11,232.0,12,3.0,Forward,Inactive,N,1610612765,Pistons,DET,pistons,Detroit,charlie_villanueva,2005.0,2015.0,N,Y,Y,2005,1,7,N
101112,Channing,Frye,Channing Frye,"Frye, Channing",C. Frye,channing-frye,1983-05-17T00:00:00,Arizona,USA,Arizona/USA,7-0,255.0,14,9.0,Forward-Center,Inactive,N,1610612756,Suns,PHX,suns,Phoenix,channing_frye,2005.0,2018.0,N,Y,Y,2005,1,8,N
101113,Ike,Diogu,Ike Diogu,"Diogu, Ike",I. Diogu,ike-diogu,1983-09-11T00:00:00,Arizona State,USA,Arizona State/USA,6-9,250.0,7,,Forward,Inactive,N,0,,,,,ike_diogu,2005.0,2011.0,Y,Y,Y,2005,1,9,N
101115,Andrew,Bynum,Andrew Bynum,"Bynum, Andrew",A. Bynum,andrew-bynum,1987-10-27T00:00:00,No College,USA,St. Joseph HS (NJ)/USA,7-0,285.0,8,17.0,Center,Inactive,N,1610612747,Lakers,LAL,lakers,Los Angeles,andrew_bynum,2005.0,2013.0,N,Y,Y,2005,1,10,N
200745,Andrea,Bargnani,Andrea Bargnani,"Bargnani, Andrea",A. Bargnani,andrea-bargnani,1985-10-26T00:00:00,Benetton Treviso,Italy,Benetton Treviso/Italy,7-0,245.0,10,,Center-Forward,Inactive,N,0,,,,,andrea_bargnani,2006.0,2015.0,N,Y,Y,2006,1,1,N
200746,LaMarcus,Aldridge,LaMarcus Aldridge,"Aldridge, LaMarcus",L. Aldridge,lamarcus-aldridge,1985-07-19T00:00:00,University of Texas at Austin,USA,Texas/USA,6-11,250.0,17,21.0,Center-Forward,Inactive,N,1610612751,Nets,BKN,nets,Brooklyn,lamarcus_aldridge,2006.0,2021.0,N,Y,Y,2006,1,2,N
200747,Adam,Morrison,Adam Morrison,"Morrison, Adam",A. Morrison,adam-morrison,1984-07-19T00:00:00,Gonzaga,USA,Gonzaga/USA,6-8,205.0,4,6.0,Forward,Inactive,N,1610612766,Bobcats,CHA,hornets,Charlotte,adam_morrison,2006.0,2009.0,N,Y,Y,2006,1,3,N
200748,Tyrus,Thomas,Tyrus Thomas,"Thomas, Tyrus",T. Thomas,tyrus-thomas,1986-08-17T00:00:00,Louisiana State,USA,Louisiana State/USA,6-10,225.0,8,,Forward,Inactive,N,0,,,,,tyrus_thomas,2006.0,2014.0,Y,Y,Y,2006,1,4,N
200749,Shelden,Williams,Shelden Williams,"Williams, Shelden",S. Williams,shelden-williams,1983-10-21T00:00:00,Duke,USA,Duke/USA,6-9,250.0,7,33.0,Center-Forward,Inactive,N,1610612737,Hawks,ATL,hawks,Atlanta,shelden_williams,2006.0,2011.0,N,Y,Y,2006,1,5,N
200750,Brandon,Roy,Brandon Roy,"Roy, Brandon",B. Roy,brandon-roy,1984-07-23T00:00:00,Washington,USA,Washington/USA,6-6,211.0,6,3.0,Guard,Inactive,N,1610612757,Trail Blazers,POR,blazers,Portland,brandon_roy,2006.0,2012.0,N,Y,Y,2006,1,6,N
200751,Randy,Foye,Randy Foye,"Foye, Randy",R. Foye,randy-foye,1983-09-24T00:00:00,Villanova,USA,Villanova/USA,6-4,218.0,12,2.0,Guard,Inactive,N,1610612750,Timberwolves,MIN,timberwolves,Minnesota,randy_foye,2006.0,2016.0,N,Y,Y,2006,1,7,N
200752,Rudy,Gay,Rudy Gay,"Gay, Rudy",R. Gay,rudy-gay,1986-08-17T00:00:00,Connecticut,USA,Connecticut/USA,6-8,250.0,18,22.0,Forward-Guard,Inactive,N,1610612762,Jazz,UTA,jazz,Utah,rudy_gay,2006.0,2022.0,N,Y,Y,2006,1,8,N
200753,Patrick,O'Bryant,Patrick O'Bryant,"O'Bryant, Patrick",P. O'Bryant,patrick-obryant,1986-06-20T00:00:00,Bradley,USA,Bradley/USA,7-0,250.0,5,13.0,Center,Inactive,N,1610612744,Warriors,GSW,warriors,Golden State,patrick_o'bryant,2006.0,2009.0,Y,Y,Y,2006,1,9,N
200754,Mouhamed,Sene,Mouhamed Sene,"Sene, Mouhamed",M. Sene,mouhamed-sene,1986-05-12T00:00:00,Verviers-Pepinster,Senegal,Verviers-Pepinster/Senegal,6-11,230.0,4,18.0,Center,Inactive,N,1610612760,Thunder,OKC,thunder,Oklahoma City,mouhamed_sene,2006.0,2008.0,Y,Y,Y,2006,1,10,N
201141,Greg,Oden,Greg Oden,"Oden, Greg",G. Oden,greg-oden,1988-01-22T00:00:00,Ohio State,USA,Ohio State/USA,7-0,273.0,4,20.0,Center,Inactive,N,1610612757,Trail Blazers,POR,blazers,Portland,greg_oden,2007.0,2013.0,N,Y,Y,2007,1,1,N
201142,Kevin,Durant,Kevin Durant,"Durant, Kevin",K. Durant,kevin-durant,1988-09-29T00:00:00,Texas,USA,Texas/USA,6-11,240.0,16,35.0,Forward,Active,Y,1610612756,Suns,PHX,suns,Phoenix,kevin_durant,2007.0,2024.0,N,Y,Y,2007,1,2,Y
201143,Al,Horford,Al Horford,"Horford, Al",A. Horford,al-horford,1986-06-03T00:00:00,Florida,Dominican Republic,Florida/Dominican Republic,6-9,240.0,17,42.0,Center-Forward,Active,Y,1610612738,Celtics,BOS,celtics,Boston,al_horford,2007.0,2024.0,N,Y,Y,2007,1,3,N
201144,Mike,Conley,Mike Conley,"Conley, Mike",M. Conley,mike-conley,1987-10-11T00:00:00,Ohio State,USA,Ohio State/USA,6-0,175.0,17,10.0,Guard,Active,Y,1610612750,Timberwolves,MIN,timberwolves,Minnesota,mike_conley,2007.0,2024.0,N,Y,Y,2007,1,4,N
201145,Jeff,Green,Jeff Green,"Green, Jeff",J. Green,jeff-green,1986-08-28T00:00:00,Georgetown,USA,Georgetown/USA,6-8,235.0,16,32.0,Forward,Active,Y,1610612745,Rockets,HOU,rockets,Houston,jeff_green,2007.0,2024.0,N,Y,Y,2007,1,5,N
201146,Yi,Jianlian,Yi Jianlian,Yi Jianlian,J. Yi,yi-jianlian,1987-10-27T00:00:00,Guangdong,China,Guangdong/China,7-0,250.0,6,9.0,Forward,Inactive,N,1610612751,Nets,NJN,nets,New Jersey,jianlian_yi,2007.0,2011.0,Y,Y,Y,2007,1,6,N
201147,Corey,Brewer,Corey Brewer,"Brewer, Corey",C. Brewer,corey-brewer,1986-03-05T00:00:00,Florida,USA,Florida/USA,6-9,188.0,14,13.0,Guard-Forward,Inactive,N,1610612750,Timberwolves,MIN,timberwolves,Minnesota,corey_brewer,2007.0,2019.0,N,Y,Y,2007,1,7,N
201148,Brandan,Wright,Brandan Wright,"Wright, Brandan",B. Wright,brandan-wright,1987-10-05T00:00:00,North Carolina,USA,North Carolina/USA,6-10,235.0,10,,Forward-Center,Inactive,N,0,,,,,brandan_wright,2007.0,2017.0,N,Y,Y,2007,1,8,N
201149,Joakim,Noah,Joakim Noah,"Noah, Joakim",J. Noah,joakim-noah,1985-02-25T00:00:00,Florida,USA,Florida/USA,6-11,232.0,14,55.0,Forward-Center,Inactive,N,1610612741,Bulls,CHI,bulls,Chicago,joakim_noah,2007.0,2019.0,Y,Y,Y,2007,1,9,N
201150,Spencer,Hawes,Spencer Hawes,"Hawes, Spencer",S. Hawes,spencer-hawes,1988-04-28T00:00:00,Washington,USA,Washington/USA,7-1,245.0,11,0.0,Forward-Center,Inactive,N,1610612755,76ers,PHI,sixers,Philadelphia,spencer_hawes,2007.0,2016.0,Y,Y,Y,2007,1,10,N
201565,Derrick,Rose,Derrick Rose,"Rose, Derrick",D. Rose,derrick-rose,1988-10-04T00:00:00,Memphis,USA,Memphis/USA,6-3,200.0,16,23.0,Guard,Inactive,N,1610612763,Grizzlies,MEM,grizzlies,Memphis,derrick_rose,2008.0,2023.0,N,Y,Y,2008,1,1,N
201563,Michael,Beasley,Michael Beasley,"Beasley, Michael",M. Beasley,michael-beasley,1989-01-09T00:00:00,Kansas State,USA,Kansas State/USA,6-9,235.0,12,,Forward,Inactive,N,0,,,,,michael_beasley,2008.0,2018.0,N,Y,Y,2008,1,2,N
201564,O.J.,Mayo,O.J. Mayo,"Mayo, O.J.",O. Mayo,oj-mayo,1987-11-05T00:00:00,Southern California,USA,Southern California/USA,6-5,210.0,9,3.0,Guard,Inactive,N,1610612763,Grizzlies,MEM,grizzlies,Memphis,o.j._mayo,2008.0,2015.0,N,Y,Y,2008,1,3,N
201566,Russell,Westbrook,Russell Westbrook,"Westbrook, Russell",R. Westbrook,russell-westbrook,1988-11-12T00:00:00,UCLA,USA,UCLA/USA,6-4,200.0,16,4.0,Guard,Active,Y,1610612743,Nuggets,DEN,nuggets,Denver,russell_westbrook,2008.0,2024.0,N,Y,Y,2008,1,4,Y
201567,Kevin,Love,Kevin Love,"Love, Kevin",K. Love,kevin-love,1988-09-07T00:00:00,UCLA,USA,UCLA/USA,6-8,251.0,16,42.0,Forward-Center,Active,Y,1610612748,Heat,MIA,heat,Miami,kevin_love,2008.0,2024.0,N,Y,Y,2008,1,5,N
201568,Danilo,Gallinari,Danilo Gallinari,"Gallinari, Danilo",D. Gallinari,danilo-gallinari,1988-08-08T00:00:00,Olimpia Milano,Italy,Olimpia Milano/Italy,6-10,236.0,15,12.0,Forward,Inactive,N,1610612749,Bucks,MIL,bucks,Milwaukee,danilo_gallinari,2008.0,2023.0,N,Y,Y,2008,1,6,N
201569,Eric,Gordon,Eric Gordon,"Gordon, Eric",E. Gordon,eric-gordon,1988-12-25T00:00:00,Indiana,USA,Indiana/USA,6-3,215.0,16,23.0,Guard,Active,Y,1610612755,76ers,PHI,sixers,Philadelphia,eric_gordon,2008.0,2024.0,N,Y,Y,2008,1,7,N
201570,Joe,Alexander,Joe Alexander,"Alexander, Joe",J. Alexander,joe-alexander,1986-12-26T00:00:00,West Virginia,USA,West Virginia/USA,6-8,230.0,3,20.0,Forward,Inactive,N,1610612749,Bucks,MIL,bucks,Milwaukee,joe_alexander,2008.0,2009.0,Y,Y,Y,2008,1,8,N
201571,D.J.,Augustin,D.J. Augustin,"Augustin, D.J.",D. Augustin,dj-augustin,1987-11-10T00:00:00,Texas,USA,Texas/USA,5-11,183.0,15,4.0,Guard,Inactive,N,1610612745,Rockets,HOU,rockets,Houston,d.j._augustin,2008.0,2022.0,N,Y,Y,2008,1,9,N
201572,Brook,Lopez,Brook Lopez,"Lopez, Brook",B. Lopez,brook-lopez,1988-04-01T00:00:00,Stanford,USA,Stanford/USA,7-1,282.0,16,11.0,Center,Active,Y,1610612749,Bucks,MIL,bucks,Milwaukee,brook_lopez,2008.0,2024.0,N,Y,Y,2008,1,10,N
201933,Blake,Griffin,Blake Griffin,"Griffin, Blake",B. Griffin,blake-griffin,1989-03-16T00:00:00,Oklahoma,USA,Oklahoma/USA,6-9,250.0,14,91.0,Forward,Inactive,N,1610612738,Celtics,BOS,celtics,Boston,blake_griffin,2009.0,2022.0,N,Y,Y,2009,1,1,N
201934,Hasheem,Thabeet,Hasheem Thabeet,"Thabeet, Hasheem",H. Thabeet,hasheem-thabeet,1987-02-16T00:00:00,Connecticut,Tanzania,Connecticut/Tanzania,7-3,263.0,5,34.0,Center,Inactive,N,1610612763,Grizzlies,MEM,grizzlies,Memphis,hasheem_thabeet,2009.0,2013.0,Y,Y,Y,2009,1,2,N
201935,James,Harden,James Harden,"Harden, James",J. Harden,james-harden,1989-08-26T00:00:00,Arizona State,USA,Arizona State/USA,6-5,220.0,15,1.0,Guard,Active,Y,1610612746,Clippers,LAC,clippers,LA,james_harden,2009.0,2024.0,N,Y,Y,2009,1,3,Y
201936,Tyreke,Evans,Tyreke Evans,"Evans, Tyreke",T. Evans,tyreke-evans,1989-09-19T00:00:00,Memphis,USA,Memphis/USA,6-6,220.0,10,,Guard,Inactive,N,0,,,,,tyreke_evans,2009.0,2018.0,Y,Y,Y,2009,1,4,N
201937,Ricky,Rubio,Ricky Rubio,"Rubio, Ricky",R. Rubio,ricky-rubio,1990-10-21T00:00:00,FC Barcelona,Spain,FC Barcelona/Spain,6-2,190.0,13,13.0,Guard,Inactive,N,1610612739,Cavaliers,CLE,cavaliers,Cleveland,ricky_rubio,2011.0,2022.0,N,Y,Y,2009,1,5,N
201938,Jonny,Flynn,Jonny Flynn,"Flynn, Jonny",J. Flynn,jonny-flynn,1989-02-06T00:00:00,Syracuse,USA,Syracuse/USA,6-0,185.0,4,3.0,Guard,Inactive,N,1610612750,Timberwolves,MIN,timberwolves,Minnesota,jonny_flynn,2009.0,2011.0,Y,Y,Y,2009,1,6,N
201939,Stephen,Curry,Stephen Curry,"Curry, Stephen",S. Curry,stephen-curry,1988-03-14T00:00:00,Davidson,USA,Davidson/USA,6-2,185.0,15,30.0,Guard,Active,Y,1610612744,Warriors,GSW,warriors,Golden State,stephen_curry,2009.0,2024.0,N,Y,Y,2009,1,7,Y
201941,Jordan,Hill,Jordan Hill,"Hill, Jordan",J. Hill,jordan-hill,1987-07-27T00:00:00,Arizona,USA,Arizona/USA,6-10,240.0,9,27.0,Forward-Center,Inactive,N,1610612747,Lakers,LAL,lakers,Los Angeles,jordan_hill,2009.0,2016.0,N,Y,Y,2009,1,8,N
201942,DeMar,DeRozan,DeMar DeRozan,"DeRozan, DeMar",D. DeRozan,demar-derozan,1989-08-07T00:00:00,Southern California,USA,Southern California/USA,6-6,220.0,15,10.0,Guard-Forward,Active,Y,1610612758,Kings,SAC,kings,Sacramento,demar_derozan,2009.0,2024.0,N,Y,Y,2009,1,9,N
201943,Brandon,Jennings,Brandon Jennings,"Jennings, Brandon",B. Jennings,brandon-jennings,1989-09-23T00:00:00,Virtus Roma,USA,Virtus Roma/USA,6-1,170.0,9,11.0,Guard,Inactive,N,1610612749,Bucks,MIL,bucks,Milwaukee,brandon_jennings,2009.0,2017.0,Y,Y,Y,2009,1,10,N
202322,John,Wall,John Wall,"Wall, John",J. Wall,john-wall,1990-09-06T00:00:00,Kentucky,USA,Kentucky/USA,6-3,210.0,11,,Guard,Inactive,N,0,,,,,john_wall,2010.0,2022.0,N,Y,Y,2010,1,1,N
202323,Evan,Turner,Evan Turner,"Turner, Evan",E. Turner,evan-turner,1988-10-27T00:00:00,Ohio State,USA,Ohio State/USA,6-6,220.0,11,1.0,Guard-Forward,Inactive,N,1610612755,76ers,PHI,sixers,Philadelphia,evan_turner,2010.0,2019.0,N,Y,Y,2010,1,2,N
202324,Derrick,Favors,Derrick Favors,"Favors, Derrick",D. Favors,derrick-favors,1991-07-15T00:00:00,Georgia Tech,USA,Georgia Tech/USA,6-9,265.0,13,15.0,Forward,Inactive,N,1610612760,Thunder,OKC,thunder,Oklahoma City,derrick_favors,2010.0,2021.0,Y,Y,Y,2010,1,3,N
202325,Wesley,Johnson,Wesley Johnson,"Johnson, Wesley",W. Johnson,wesley-johnson,1987-07-11T00:00:00,Syracuse,USA,Syracuse/USA,6-7,215.0,10,4.0,Forward-Guard,Inactive,N,1610612746,Clippers,LAC,clippers,LA,wesley_johnson,2010.0,2018.0,N,Y,Y,2010,1,4,N
202326,DeMarcus,Cousins,DeMarcus Cousins,"Cousins, DeMarcus",D. Cousins,demarcus-cousins,1990-08-13T00:00:00,Kentucky,USA,Kentucky/USA,6-10,270.0,12,4.0,Center,Inactive,N,1610612743,Nuggets,DEN,nuggets,Denver,demarcus_cousins,2010.0,2021.0,N,Y,Y,2010,1,5,N
202327,Ekpe,Udoh,Ekpe Udoh,"Udoh, Ekpe",E. Udoh,ekpe-udoh,1987-05-20T00:00:00,Baylor,USA,Baylor/USA,6-10,245.0,8,33.0,Center-Forward,Inactive,N,1610612749,Bucks,MIL,bucks,Milwaukee,ekpe_udoh,2010.0,2018.0,N,Y,Y,2010,1,6,N
202328,Greg,Monroe,Greg Monroe,"Monroe, Greg",G. Monroe,greg-monroe,1990-06-04T00:00:00,Georgetown,USA,Georgetown/USA,6-10,250.0,11,15.0,Forward-Center,Inactive,N,1610612750,Timberwolves,MIN,timberwolves,Minnesota,greg_monroe,2010.0,2021.0,Y,Y,Y,2010,1,7,N
202329,Al-Farouq,Aminu,Al-Farouq Aminu,"Aminu, Al-Farouq",A. Aminu,al-farouq-aminu,1990-09-21T00:00:00,Wake Forest,USA,Wake Forest/USA,6-8,220.0,12,5.0,Forward,Inactive,N,1610612757,Trail Blazers,POR,blazers,Portland,al-farouq_aminu,2010.0,2020.0,N,Y,Y,2010,1,8,N
202330,Gordon,Hayward,Gordon Hayward,"Hayward, Gordon",G. Hayward,gordon-hayward,1990-03-23T00:00:00,Butler,USA,Butler/USA,6-7,225.0,15,33.0,Forward,Inactive,N,1610612760,Thunder,OKC,thunder,Oklahoma City,gordon_hayward,2010.0,2023.0,N,Y,Y,2010,1,9,N
202331,Paul,George,Paul George,"George, Paul",P. George,paul-george,1990-05-02T00:00:00,Fresno State,USA,Fresno State/USA,6-8,220.0,14,8.0,Forward,Active,Y,1610612755,76ers,PHI,sixers,Philadelphia,paul_george,2010.0,2024.0,N,Y,Y,2010,1,10,N
202681,Kyrie,Irving,Kyrie Irving,"Irving, Kyrie",K. Irving,kyrie-irving,1992-03-23T00:00:00,Duke,Australia,Duke/Australia,6-2,195.0,13,11.0,Guard,Active,Y,1610612742,Mavericks,DAL,mavericks,Dallas,kyrie_irving,2011.0,2024.0,N,Y,Y,2011,1,1,N
202682,Derrick,Williams,Derrick Williams,"Williams, Derrick",D. Williams,derrick-williams,1991-05-25T00:00:00,Arizona,USA,Arizona/USA,6-8,240.0,7,,Forward,Inactive,N,0,,,,,derrick_williams,2011.0,2017.0,N,Y,Y,2011,1,2,N
202683,Enes,Freedom,Enes Freedom,"Freedom, Enes",E. Freedom,enes-freedom,1992-05-20T00:00:00,Fenerbahce,Turkey,Fenerbahce/Turkey,6-10,250.0,11,,Center,Inactive,N,0,,,,,enes_freedom,2011.0,2021.0,N,Y,Y,2011,1,3,N
202684,Tristan,Thompson,Tristan Thompson,"Thompson, Tristan",T. Thompson,tristan-thompson,1991-03-13T00:00:00,Texas-Austin,Canada,Texas-Austin/Canada,6-9,254.0,13,13.0,Center-Forward,Active,Y,1610612739,Cavaliers,CLE,cavaliers,Cleveland,tristan_thompson,2011.0,2024.0,N,Y,Y,2011,1,4,N
202685,Jonas,Valančiūnas,Jonas Valančiūnas,"Valančiūnas, Jonas",J. Valančiūnas,jonas-valančiūnas,1992-05-06T00:00:00,Lietuvos rytas Vilnius,Lithuania,Lietuvos rytas Vilnius/Lithuania,6-11,265.0,12,17.0,Center,Active,Y,1610612758,Kings,SAC,kings,Sacramento,jonas_valanciunas,2012.0,2024.0,N,Y,Y,2011,1,5,N
202686,Jan,Vesely,Jan Vesely,"Vesely, Jan",J. Vesely,jan-vesely,1990-04-24T00:00:00,Partizan,Czech Republic,Partizan/Czech Republic,7-0,242.0,3,24.0,Forward,Inactive,N,1610612764,Wizards,WAS,wizards,Washington,jan_vesely,2011.0,2013.0,N,Y,Y,2011,1,6,N
202687,Bismack,Biyombo,Bismack Biyombo,"Biyombo, Bismack",B. Biyombo,bismack-biyombo,1992-08-28T00:00:00,Baloncesto Fuenlabrada,DRC,Baloncesto Fuenlabrada/DRC,6-8,255.0,13,15.0,Center,Active,Y,1610612759,Spurs,SAS,spurs,San Antonio,bismack_biyombo,2011.0,2024.0,N,Y,Y,2011,1,7,N
202688,Brandon,Knight,Brandon Knight,"Knight, Brandon",B. Knight,brandon-knight,1991-12-02T00:00:00,Kentucky,USA,Kentucky/USA,6-2,182.0,9,,Guard,Inactive,N,0,,,,,brandon_knight,2011.0,2021.0,Y,Y,Y,2011,1,8,N
202689,Kemba,Walker,Kemba Walker,"Walker, Kemba",K. Walker,kemba-walker,1990-05-08T00:00:00,Connecticut,USA,Connecticut/USA,6-0,184.0,12,,Guard,Inactive,N,0,,,,,kemba_walker,2011.0,2022.0,N,Y,Y,2011,1,9,N
202690,Jimmer,Fredette,Jimmer Fredette,"Fredette, Jimmer",J. Fredette,jimmer-fredette,1989-02-25T00:00:00,Brigham Young,USA,Brigham Young/USA,6-2,195.0,7,32.0,Guard,Inactive,N,1610612758,Kings,SAC,kings,Sacramento,jimmer_fredette,2011.0,2018.0,Y,Y,Y,2011,1,10,N
203076,Anthony,Davis,Anthony Davis,"Davis, Anthony",A. Davis,anthony-davis,1993-03-11T00:00:00,Kentucky,USA,Kentucky/USA,6-10,253.0,12,3.0,Forward-Center,Active,Y,1610612742,Mavericks,DAL,mavericks,Dallas,anthony_davis,2012.0,2024.0,N,Y,Y,2012,1,1,Y
203077,Michael,Kidd-Gilchrist,Michael Kidd-Gilchrist,"Kidd-Gilchrist, Michael",M. Kidd-Gilchrist,michael-kidd-gilchrist,1993-09-26T00:00:00,Kentucky,USA,Kentucky/USA,6-6,232.0,9,9.0,Forward,Inactive,N,1610612766,Hornets,CHA,hornets,Charlotte,michael_kidd-gilchrist,2012.0,2019.0,N,Y,Y,2012,1,2,N
